image_name,mp_rms,hamer_rms
EK_0018_P07_110_frame_0000010692_l.jpg,19.1742,294.9901
EK_0018_P07_110_frame_0000011113_l.jpg,408.5056,396.5450
EK_0018_P07_110_frame_0000011476_l.jpg,None,419.3922
EK_0018_P07_110_frame_0000011515_r.jpg,18.5395,668.6451
EK_0018_P07_110_frame_0000011748_r.jpg,None,859.2334
EK_0018_P07_110_frame_0000012249_l.jpg,None,373.8870
EK_0018_P07_110_frame_0000012480_r.jpg,56.9410,368.2921
EK_0018_P07_110_frame_0000012619_r.jpg,319.4501,480.1151
EK_0025_P09_103_frame_0000000492_r.jpg,12.8822,398.2888
EK_0025_P09_103_frame_0000000576_l.jpg,None,520.3187
EK_0025_P09_103_frame_0000000626_l.jpg,670.1208,523.5018
EK_0025_P09_103_frame_0000000934_r.jpg,39.9659,664.2422
EK_0025_P09_103_frame_0000005959_r.jpg,362.4802,407.6219
EK_0025_P09_103_frame_0000007551_l.jpg,None,368.7197
EK_0025_P09_103_frame_0000008921_r.jpg,None,487.2345
EK_0025_P09_103_frame_0000012195_r.jpg,None,638.5171
EK_0025_P09_103_frame_0000015151_r.jpg,14.8742,443.9525
EK_0025_P09_103_frame_0000017071_l.jpg,None,379.1059
EK_0025_P09_103_frame_0000017434_l.jpg,686.6116,581.4391
EK_0025_P09_103_frame_0000017601_l.jpg,None,448.9332
EK_0025_P09_103_frame_0000018894_r.jpg,17.8517,417.1181
EK_0025_P09_103_frame_0000019294_l.jpg,13.3982,389.9086
EK_0025_P09_103_frame_0000022576_l.jpg,387.4065,577.9187
EK_0025_P09_103_frame_0000027507_l.jpg,735.7548,428.4159
EK_0025_P09_103_frame_0000029076_r.jpg,312.3930,374.0585
EK_0025_P09_103_frame_0000033480_l.jpg,257.3923,484.3921
EK_0026_P09_104_frame_0000000326_r.jpg,15.5271,444.1122
EK_0026_P09_104_frame_0000000363_l.jpg,13.1164,427.5072
EK_0026_P09_104_frame_0000000537_l.jpg,None,313.1589
EK_0026_P09_104_frame_0000000757_r.jpg,None,254.2120
EK_0026_P09_104_frame_0000001822_r.jpg,None,893.7798
EK_0026_P09_104_frame_0000003683_l.jpg,63.7551,574.8309
EK_0026_P09_104_frame_0000003942_r.jpg,29.5037,539.7336
EK_0026_P09_104_frame_0000004271_l.jpg,13.8603,280.7084
EK_0026_P09_104_frame_0000004771_r.jpg,12.5938,385.2028
EK_0026_P09_104_frame_0000005559_r.jpg,16.7490,540.1417
EK_0026_P09_104_frame_0000006080_l.jpg,260.4624,444.9094
EK_0026_P09_104_frame_0000006517_r.jpg,14.8213,412.8249
EK_0026_P09_104_frame_0000006917_r.jpg,43.2905,604.9577
EK_0026_P09_104_frame_0000009617_l.jpg,12.6101,377.8570
EK_0026_P09_104_frame_0000009909_l.jpg,None,363.1042
EK_0026_P09_104_frame_0000009963_l.jpg,None,412.0937
EK_0026_P09_104_frame_0000010121_r.jpg,19.5958,601.8354
EK_0026_P09_104_frame_0000010407_r.jpg,27.9607,618.4462
EK_0026_P09_104_frame_0000010526_l.jpg,334.7538,601.8096
EK_0026_P09_104_frame_0000011051_l.jpg,12.4642,365.0499
EK_0026_P09_104_frame_0000011301_l.jpg,43.4869,436.2230
EK_0026_P09_104_frame_0000012976_l.jpg,686.5239,500.3989
EK_0026_P09_104_frame_0000013063_r.jpg,13.5005,436.5626
EK_0026_P09_104_frame_0000015113_l.jpg,None,328.4689
EK_0026_P09_104_frame_0000015496_r.jpg,384.9366,551.8760
EK_0026_P09_104_frame_0000016007_r.jpg,None,625.8151
EK_0026_P09_104_frame_0000017623_l.jpg,None,448.5817
EK_0026_P09_104_frame_0000017717_l.jpg,None,448.3392
EK_0026_P09_104_frame_0000017901_l.jpg,700.5874,468.4240
EK_0026_P09_104_frame_0000019201_r.jpg,11.6286,407.6000
EK_0026_P09_104_frame_0000019226_r.jpg,15.0313,394.2809
EK_0026_P09_104_frame_0000020026_r.jpg,None,333.3947
EK_0026_P09_104_frame_0000021159_r.jpg,None,600.2330
EK_0026_P09_104_frame_0000023201_r.jpg,888.4076,436.9021
EK_0026_P09_104_frame_0000023696_r.jpg,222.2259,544.3456
EK_0026_P09_104_frame_0000025882_l.jpg,35.2240,421.4470
EK_0026_P09_104_frame_0000026803_r.jpg,13.4720,367.2479
EK_0026_P09_104_frame_0000027001_r.jpg,96.1285,404.7610
EK_0026_P09_104_frame_0000027061_r.jpg,19.2333,471.8431
EK_0026_P09_104_frame_0000027465_l.jpg,None,896.7759
EK_0027_P09_106_frame_0000000263_l.jpg,None,391.1176
EK_0027_P09_106_frame_0000002634_r.jpg,576.3974,529.4731
EK_0027_P09_106_frame_0000002882_l.jpg,20.3304,519.8008
EK_0027_P09_106_frame_0000003176_l.jpg,None,517.4884
EK_0027_P09_106_frame_0000003392_l.jpg,None,275.4867
EK_0027_P09_106_frame_0000003501_l.jpg,757.8734,356.0808
EK_0027_P09_106_frame_0000004221_r.jpg,14.1510,475.1601
EK_0027_P09_106_frame_0000004438_r.jpg,342.8663,629.4404
EK_0027_P09_106_frame_0000004471_l.jpg,55.4304,627.2626
EK_0027_P09_106_frame_0000004626_r.jpg,543.4824,540.1581
EK_0027_P09_106_frame_0000006530_r.jpg,8.6411,296.3326
EK_0029_P26_108_frame_0000000540_l.jpg,22.8528,353.6712
EK_0029_P26_108_frame_0000001076_r.jpg,71.8470,770.5947
EK_0029_P26_108_frame_0000001613_r.jpg,27.2169,475.7220
EK_0029_P26_108_frame_0000001895_r.jpg,None,422.3607
EK_0029_P26_108_frame_0000003073_r.jpg,489.4492,559.2806
EK_0029_P26_108_frame_0000003394_r.jpg,357.8483,437.6654
EK_0029_P26_108_frame_0000005130_r.jpg,782.8770,651.0495
EK_0029_P26_108_frame_0000006563_l.jpg,None,352.2247
EK_0029_P26_108_frame_0000006746_l.jpg,38.8176,566.8081
EK_0029_P26_108_frame_0000008026_l.jpg,None,532.0762
EK_0029_P26_108_frame_0000008551_r.jpg,32.1957,664.9393
EK_0029_P26_108_frame_0000008784_l.jpg,697.3133,318.2370
EK_0031_P22_107_frame_0000000213_r.jpg,None,312.7350
EK_0031_P22_107_frame_0000000493_l.jpg,332.4502,456.9413
EK_0031_P22_107_frame_0000001201_l.jpg,44.5368,986.0661
EK_0031_P22_107_frame_0000001411_r.jpg,None,759.5834
EK_0031_P22_107_frame_0000001700_r.jpg,None,249.2738
EK_0031_P22_107_frame_0000001726_l.jpg,None,297.0261
EK_0031_P22_107_frame_0000002042_r.jpg,16.2518,603.2234
EK_0031_P22_107_frame_0000002132_l.jpg,1037.9246,352.9278
EK_0031_P22_107_frame_0000002211_l.jpg,None,467.7140
EK_0031_P22_107_frame_0000002463_l.jpg,20.0262,801.2038
EK_0031_P22_107_frame_0000002582_r.jpg,33.0900,820.1163
EK_0031_P22_107_frame_0000002798_r.jpg,21.5609,576.6329
EK_0031_P22_107_frame_0000003138_r.jpg,None,1145.1078
EK_0031_P22_107_frame_0000003588_r.jpg,18.1099,854.3729
EK_0031_P22_107_frame_0000003619_r.jpg,None,685.7147
EK_0031_P22_107_frame_0000004057_r.jpg,32.8308,464.8830
EK_0031_P22_107_frame_0000004273_l.jpg,None,601.9615
EK_0031_P22_107_frame_0000004421_l.jpg,161.5023,488.5605
EK_0031_P22_107_frame_0000004507_r.jpg,392.9028,267.4131
EK_0031_P22_107_frame_0000004589_r.jpg,None,444.3424
EK_0031_P22_107_frame_0000004630_r.jpg,14.7813,341.6003
EK_0031_P22_107_frame_0000004643_r.jpg,None,416.3504
EK_0031_P22_107_frame_0000004657_l.jpg,None,408.7043
EK_0031_P22_107_frame_0000004684_l.jpg,208.6447,414.5305
EK_0031_P22_107_frame_0000004951_r.jpg,30.1083,651.4598
EK_0031_P22_107_frame_0000005086_l.jpg,27.6188,754.6135
EK_0031_P22_107_frame_0000005600_r.jpg,None,509.0594
EK_0031_P22_107_frame_0000005867_l.jpg,247.1109,330.3817
EK_0031_P22_107_frame_0000005947_l.jpg,None,756.2493
EK_0031_P22_107_frame_0000006359_l.jpg,23.6242,532.7784
EK_0031_P22_107_frame_0000006549_r.jpg,30.4886,593.0854
EK_0031_P22_107_frame_0000006619_l.jpg,14.7537,385.0873
EK_0031_P22_107_frame_0000007272_r.jpg,23.0872,556.6602
EK_0031_P22_107_frame_0000007688_r.jpg,12.8312,382.1848
EK_0031_P22_107_frame_0000008318_r.jpg,None,337.1385
EK_0031_P22_107_frame_0000008493_r.jpg,None,385.1630
EK_0031_P22_107_frame_0000008696_r.jpg,None,696.1254
EK_0031_P22_107_frame_0000009138_l.jpg,12.0757,372.3511
EK_0031_P22_107_frame_0000009430_r.jpg,None,457.6042
EK_0031_P22_107_frame_0000009538_l.jpg,None,515.1451
EK_0031_P22_107_frame_0000009746_r.jpg,None,382.1720
EK_0031_P22_107_frame_0000010051_r.jpg,None,377.5733
EK_0031_P22_107_frame_0000010134_l.jpg,1313.1396,584.8482
EK_0031_P22_107_frame_0000010198_r.jpg,None,415.0559
EK_0031_P22_107_frame_0000010230_r.jpg,79.6087,489.0104
EK_0031_P22_107_frame_0000010476_l.jpg,None,671.5295
EK_0031_P22_107_frame_0000010776_l.jpg,319.3860,438.1413
EK_0031_P22_107_frame_0000010825_l.jpg,11.8114,569.3460
EK_0031_P22_107_frame_0000011421_r.jpg,None,499.4142
EK_0031_P22_107_frame_0000011859_l.jpg,10.7749,429.9337
EK_0031_P22_107_frame_0000012351_r.jpg,None,370.2755
EK_0031_P22_107_frame_0000012850_r.jpg,12.0333,519.2610
EK_0031_P22_107_frame_0000013001_l.jpg,15.9620,480.4935
EK_0031_P22_107_frame_0000013050_r.jpg,16.3571,679.4183
EK_0031_P22_107_frame_0000013084_l.jpg,205.9598,464.3779
EK_0031_P22_107_frame_0000016517_r.jpg,262.1184,511.4424
EK_0031_P22_107_frame_0000017076_l.jpg,25.2512,437.0193
EK_0031_P22_107_frame_0000017334_l.jpg,None,257.6639
EK_0031_P22_107_frame_0000017359_l.jpg,None,308.8287
EK_0031_P22_107_frame_0000017444_l.jpg,277.1783,406.3524
EK_0031_P22_107_frame_0000017705_l.jpg,None,271.7607
EK_0031_P22_107_frame_0000018269_r.jpg,21.1944,417.1819
EK_0031_P22_107_frame_0000018700_l.jpg,16.1818,436.9314
EK_0031_P22_107_frame_0000018834_l.jpg,284.9865,386.7186
EK_0031_P22_107_frame_0000018860_l.jpg,369.6359,378.9042
EK_0031_P22_107_frame_0000018976_l.jpg,321.6102,372.9824
EK_0031_P22_107_frame_0000019201_r.jpg,11.7358,498.8045
EK_0031_P22_107_frame_0000019326_l.jpg,360.4312,455.0241
EK_0031_P22_107_frame_0000019467_r.jpg,27.6735,544.4976
EK_0031_P22_107_frame_0000019613_l.jpg,181.7118,452.6968
EK_0031_P22_107_frame_0000019713_l.jpg,221.2036,444.7056
EK_0031_P22_107_frame_0000019851_r.jpg,206.1699,389.5896
EK_0031_P22_107_frame_0000020234_r.jpg,None,447.7630
EK_0031_P22_107_frame_0000020476_l.jpg,156.6439,411.9762
EK_0031_P22_107_frame_0000020744_r.jpg,8.4981,387.0527
EK_0031_P22_107_frame_0000020832_r.jpg,19.3197,323.8041
EK_0031_P22_107_frame_0000021383_r.jpg,11.8837,404.7101
EK_0031_P22_107_frame_0000021768_r.jpg,None,259.0419
EK_0031_P22_107_frame_0000021807_l.jpg,None,352.5190
EK_0031_P22_107_frame_0000021942_l.jpg,None,370.3416
EK_0031_P22_107_frame_0000022042_l.jpg,None,496.9962
EK_0031_P22_107_frame_0000022228_l.jpg,15.2445,351.0175
EK_0031_P22_107_frame_0000022371_l.jpg,15.9236,627.1588
EK_0031_P22_107_frame_0000022426_r.jpg,52.8648,1055.9211
EK_0031_P22_107_frame_0000022486_r.jpg,27.1069,551.8649
EK_0031_P22_107_frame_0000022884_r.jpg,29.6360,677.8047
EK_0031_P22_107_frame_0000023103_r.jpg,None,533.2290
EK_0031_P22_107_frame_0000023914_r.jpg,13.8843,367.9324
EK_0031_P22_107_frame_0000025011_r.jpg,15.6327,614.5555
EK_0031_P22_107_frame_0000025039_r.jpg,None,372.3888
EK_0031_P22_107_frame_0000025338_l.jpg,11.5714,437.3185
EK_0031_P22_107_frame_0000025396_l.jpg,618.0587,682.6180
EK_0031_P22_107_frame_0000025692_r.jpg,None,282.1619
EK_0031_P22_107_frame_0000026238_r.jpg,459.8940,290.4281
EK_0031_P22_107_frame_0000026269_l.jpg,14.7745,389.2772
EK_0031_P22_107_frame_0000026463_r.jpg,None,320.7563
EK_0031_P22_107_frame_0000026561_r.jpg,47.3768,625.8068
EK_0031_P22_107_frame_0000026869_l.jpg,10.3496,415.3485
EK_0031_P22_107_frame_0000027126_r.jpg,12.6247,471.5102
EK_0031_P22_107_frame_0000027730_r.jpg,None,352.7169
EK_0031_P22_107_frame_0000027871_r.jpg,None,444.1197
EK_0033_P25_101_frame_0000001005_l.jpg,396.0620,617.8787
EK_0033_P25_101_frame_0000001133_l.jpg,38.4589,684.5591
EK_0033_P25_101_frame_0000002001_r.jpg,None,466.7354
EK_0033_P25_101_frame_0000002551_r.jpg,None,359.1060
EK_0033_P25_101_frame_0000002871_r.jpg,None,275.6758
EK_0033_P25_101_frame_0000003109_l.jpg,None,453.5436
EK_0033_P25_101_frame_0000004221_r.jpg,14.8589,332.7575
EK_0033_P25_101_frame_0000004341_r.jpg,None,348.9427
EK_0033_P25_101_frame_0000004634_r.jpg,35.3387,549.1984
EK_0033_P25_101_frame_0000004846_r.jpg,21.3374,514.1284
EK_0033_P25_101_frame_0000004973_r.jpg,29.1429,420.7912
EK_0033_P25_101_frame_0000005199_r.jpg,33.8332,467.8895
EK_0033_P25_101_frame_0000005269_r.jpg,None,390.5010
EK_0033_P25_101_frame_0000005301_r.jpg,None,484.1225
EK_0033_P25_101_frame_0000007443_r.jpg,None,356.5317
EK_0033_P25_101_frame_0000007731_r.jpg,296.9276,608.7477
EK_0033_P25_101_frame_0000009013_l.jpg,17.3887,468.3273
EK_0033_P25_101_frame_0000009798_l.jpg,None,594.8433
EK_0033_P25_101_frame_0000012336_r.jpg,None,301.6379
EK_0033_P25_101_frame_0000012459_r.jpg,None,319.2159
EK_0033_P25_101_frame_0000013607_l.jpg,None,480.4123
EK_0033_P25_101_frame_0000013638_r.jpg,None,329.9627
EK_0033_P25_101_frame_0000013701_l.jpg,26.6831,505.1035
EK_0033_P25_101_frame_0000013892_r.jpg,None,328.8358
EK_0033_P25_101_frame_0000013983_l.jpg,1126.2793,437.8250
EK_0033_P25_101_frame_0000014353_l.jpg,998.3837,403.9017
EK_0033_P25_101_frame_0000014401_r.jpg,None,315.3587
EK_0033_P25_101_frame_0000014455_r.jpg,14.3635,370.1900
EK_0033_P25_101_frame_0000014555_l.jpg,1293.8097,462.7036
EK_0033_P25_101_frame_0000014621_r.jpg,None,214.7894
EK_0033_P25_101_frame_0000014651_l.jpg,1258.3014,374.3597
EK_0033_P25_101_frame_0000014688_r.jpg,14.1641,495.3775
EK_0033_P25_101_frame_0000015188_l.jpg,None,404.5486
EK_0033_P25_101_frame_0000015326_r.jpg,None,331.9098
EK_0033_P25_101_frame_0000016753_l.jpg,54.3751,527.5698
EK_0033_P25_101_frame_0000016951_r.jpg,878.1418,360.8662
EK_0033_P25_101_frame_0000017042_l.jpg,25.1627,529.2414
EK_0033_P25_101_frame_0000017071_l.jpg,None,510.2858
EK_0033_P25_101_frame_0000017176_r.jpg,None,269.2982
EK_0033_P25_101_frame_0000018111_l.jpg,256.8335,379.1836
EK_0033_P25_101_frame_0000018155_r.jpg,12.3876,277.7394
EK_0033_P25_101_frame_0000018180_r.jpg,475.4699,288.8450
EK_0033_P25_101_frame_0000018373_r.jpg,None,222.8578
EK_0033_P25_101_frame_0000018988_l.jpg,18.4572,496.1041
EK_0033_P25_101_frame_0000020015_l.jpg,16.6432,472.3087
EK_0033_P25_101_frame_0000020251_l.jpg,16.7255,540.1843
EK_0033_P25_101_frame_0000020523_l.jpg,39.6029,533.4362
EK_0033_P25_101_frame_0000020671_l.jpg,13.1077,423.5912
EK_0036_P27_105_frame_0000000409_l.jpg,None,414.3773
EK_0036_P27_105_frame_0000000521_l.jpg,None,379.7894
EK_0036_P27_105_frame_0000000717_r.jpg,None,418.6990
EK_0036_P27_105_frame_0000000754_r.jpg,None,486.1514
EK_0036_P27_105_frame_0000000942_r.jpg,None,431.5406
EK_0036_P27_105_frame_0000001963_r.jpg,242.5171,482.4414
EK_0036_P27_105_frame_0000002034_r.jpg,None,691.1188
EK_0036_P27_105_frame_0000002611_l.jpg,None,416.4057
EK_0036_P27_105_frame_0000002821_l.jpg,None,325.2983
EK_0036_P27_105_frame_0000002963_r.jpg,None,478.9014
EK_0036_P27_105_frame_0000004625_r.jpg,20.1080,446.6742
EK_0036_P27_105_frame_0000004782_l.jpg,67.9624,487.9318
EK_0036_P27_105_frame_0000005676_l.jpg,232.4762,321.1624
EK_0036_P27_105_frame_0000006590_r.jpg,None,368.3326
EK_0036_P27_105_frame_0000007322_r.jpg,None,229.4501
EK_0036_P27_105_frame_0000007863_r.jpg,None,347.0934
EK_0036_P27_105_frame_0000007898_r.jpg,None,436.4330
EK_0036_P27_105_frame_0000009388_r.jpg,16.8494,537.1718
EK_0036_P27_105_frame_0000010452_l.jpg,None,434.2226
EK_0036_P27_105_frame_0000010513_r.jpg,None,264.9643
EK_0036_P27_105_frame_0000010617_l.jpg,None,312.0357
EK_0036_P27_105_frame_0000010676_r.jpg,25.1177,432.0049
EK_0036_P27_105_frame_0000011373_l.jpg,None,398.3665
EK_0036_P27_105_frame_0000013063_r.jpg,None,363.2964
EK_0036_P27_105_frame_0000013115_r.jpg,37.7121,523.1372
EK_0036_P27_105_frame_0000013265_r.jpg,None,513.3988
EK_0036_P27_105_frame_0000013476_r.jpg,None,387.4754
EK_0036_P27_105_frame_0000013640_l.jpg,None,279.6746
EK_0036_P27_105_frame_0000013658_l.jpg,None,263.6064
EK_0036_P27_105_frame_0000013828_r.jpg,374.3508,379.2345
EK_0036_P27_105_frame_0000014013_l.jpg,None,360.6835
EK_0036_P27_105_frame_0000014042_l.jpg,None,274.1264
EK_0036_P27_105_frame_0000014203_r.jpg,995.3672,427.6782
EK_0036_P27_105_frame_0000014347_r.jpg,None,587.2051
EK_0036_P27_105_frame_0000014547_r.jpg,None,377.4969
EK_0036_P27_105_frame_0000014780_r.jpg,None,577.1514
EK_0036_P27_105_frame_0000014809_l.jpg,28.0841,489.2934
EK_0036_P27_105_frame_0000015056_l.jpg,None,613.2484
EK_0036_P27_105_frame_0000016230_r.jpg,None,331.2572
EK_0036_P27_105_frame_0000016401_l.jpg,326.1273,727.1611
EK_0036_P27_105_frame_0000017071_r.jpg,15.8689,539.3185
EK_0036_P27_105_frame_0000017409_r.jpg,None,548.9498
EK_0036_P27_105_frame_0000017651_r.jpg,None,376.2248
EK_0036_P27_105_frame_0000018842_r.jpg,None,342.6667
EK_0036_P27_105_frame_0000020051_r.jpg,20.1098,864.4261
EK_0036_P27_105_frame_0000024948_r.jpg,16.1632,577.0441
EK_0036_P27_105_frame_0000025680_r.jpg,None,311.5806
EK_0036_P27_105_frame_0000025755_r.jpg,None,473.5976
EK_0036_P27_105_frame_0000025784_r.jpg,None,417.3083
EK_0036_P27_105_frame_0000025826_r.jpg,None,425.0202
EK_0036_P27_105_frame_0000025951_l.jpg,15.1108,336.6067
EK_0036_P27_105_frame_0000026316_l.jpg,None,479.5377
EK_0036_P27_105_frame_0000026451_r.jpg,None,360.8971
EK_0036_P27_105_frame_0000026543_r.jpg,30.2881,350.8492
EK_0036_P27_105_frame_0000026581_r.jpg,None,472.5339
EK_0036_P27_105_frame_0000026836_r.jpg,16.6147,509.8637
EK_0036_P27_105_frame_0000027176_r.jpg,12.0533,472.7459
EK_0036_P27_105_frame_0000027813_r.jpg,None,672.3636
